编号,问题名称,故障现象,故障原因,纠正,纠正措施,故障原因分类,相似度
FRA001,报统计生成word格式报告时卡顿问题,报统计-统计数据量超过1万条，生成word格式报告时卡顿,报统计软件“任务统计”导出报告功能中，数据量大时，通过taskstaticwgt::slot_btn_exportall_clicked()函数中调用word生成字符串接口，由于word性能超出需求，等待时间较长，系统会出现卡顿现象,修改软件统计逻辑,修改报统计软件“任务统计”功能中的taskstaticwgt::slot_btn_exportall_clicked()函数，导出WORD文档时，限制导出的数据量，对于大量数据导出(大于100条时)，采用导出.csv表格方式,设计,0.3
